Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Volvo FH 520,466.8509802,2003.30792,18.24472973,124.5072177,1.373265356,2167.811791,91.8990667,99.48452107,93.26267544,368.0164174,143.5022395,46.61780553,0.182948054,82.90188447
Ashok Leyland 2518,261.4722016,2191.038145,16.61037745,286.9597913,3.71263841,2377.285983,18.49621591,87.03947146,86.75687434,256.6265101,116.384058,32.92792173,0.39437222,73.23748584
Eicher Pro 6025,398.8025404,1393.229823,12.83337429,455.8897465,4.264126477,1986.906457,80.85251579,91.63156065,78.66603566,218.6651701,149.1715046,14.12682976,0.434724551,70.71547724
Ashok Leyland 2518,174.5155571,2144.442183,17.83197729,421.5585657,2.06656062,1795.328118,59.83243298,91.20670109,115.2580454,337.4731623,55.77292166,43.02419228,0.893646348,88.12257879
Ashok Leyland 2518,300.9438001,1206.896229,13.71196769,360.2517597,3.513347579,1520.905498,56.7967775,93.14089225,73.96800832,238.5008192,107.9937094,18.19062216,0.724483585,70.55213086
Ashok Leyland 2518,371.3388033,1616.862326,17.04804676,262.8380086,4.97556581,1468.029983,37.29170868,87.95004918,92.25632354,284.9465255,131.5872124,28.34595258,0.653905093,82.6349431
Tata 407,237.4507965,2020.899699,10.9204486,327.012438,4.593858175,2305.675481,78.48212252,94.25009481,109.4237218,264.0337719,103.0712162,39.29525058,0.272430353,80.30400262
Eicher Pro 6025,222.716674,1529.059981,7.299323879,142.4055928,2.800057545,1630.596428,17.35143825,88.93180047,105.8000786,220.1128166,129.1788863,12.83558663,0.745580391,71.95964252
Ashok Leyland 2518,303.2380807,1643.634704,15.47025163,139.4871503,1.069802347,2237.908691,24.26701814,92.3142507,77.77789802,200.2274206,50.93497258,32.47552293,0.928665882,70.69251318
Tata 407,227.1478799,1331.76717,5.050711134,227.6657756,3.008323476,1225.305191,16.9646457,84.78034992,117.3405413,353.7109361,131.2497996,37.75291417,0.703627394,89.76682899
Tata 407,253.5707817,2038.192834,5.288756676,294.7865967,0.912869846,2277.405813,13.81724042,88.34202762,70.77702201,302.1626302,133.3980702,15.99172007,0.662129153,81.15660351
Mahindra Blazo X 35,329.8649437,2946.843724,17.34959305,376.1178786,3.134114643,2428.899922,39.15155945,82.5176403,71.96895358,353.4315126,84.65066411,21.65175546,0.213550822,78.33529465
Tata 407,380.0062626,1368.911791,7.924916523,186.9406959,4.39450299,1349.273506,40.74384728,90.96199277,86.19996884,393.6505104,66.29698244,28.39718304,0.334771671,84.23763626
Tata 407,209.246043,2653.674211,4.998308971,276.3493907,2.152310205,1393.724055,83.8101601,87.40599437,69.58821873,233.2910881,142.5684304,41.33167313,0.354410035,81.69428894
Eicher Pro 6025,346.2327215,2396.505197,8.859702881,339.6647063,1.575793429,2210.764074,34.39319816,99.41969824,107.6029527,392.722469,142.2882168,21.90614076,0.679139586,89.88523813
Mahindra Blazo X 35,434.5721647,1260.439914,6.002120359,350.6730112,0.283328565,1978.615251,71.40325109,84.36739973,94.30316521,242.1102484,96.82137682,28.40687388,0.557929438,77.54398271
Ashok Leyland 2518,392.7575365,2850.687489,7.065520471,172.5035549,3.327362956,1669.875355,80.56178058,85.04322038,90.0728491,234.4014355,140.2204342,14.92322948,0.413513553,80.94245555
Volvo FH 520,234.2009161,1870.064506,15.03173184,224.1886398,1.908748976,2373.351358,87.32037887,99.26562874,67.02184602,348.4857714,95.32267468,46.13442228,0.588470482,79.03808443
Eicher Pro 6025,177.382915,1107.983857,14.05698439,399.3756225,4.000734918,1439.912439,71.34648365,97.10572455,116.128209,370.5943078,128.6507215,44.21745544,0.652536612,81.22039922
Volvo FH 520,431.4745846,2624.838508,19.40072419,176.3276332,3.355248251,2333.533639,55.16556945,89.78052865,117.3854858,230.6462282,97.00912521,20.50289149,0.761871535,88.03023006
Volvo FH 520,161.0731487,2761.489575,7.860795698,370.9242993,2.550912634,1194.656887,73.05271398,83.16811015,76.54827564,211.6573444,141.8710977,15.92481528,0.601920738,89.09285933
Mahindra Blazo X 35,310.1183324,2471.083351,5.701755284,125.056514,3.436466801,2402.639777,83.3836821,88.20929169,65.54097682,356.292714,96.50136132,41.95121236,0.330206436,87.58008998
Ashok Leyland 2518,166.5675731,2382.064445,7.653262482,141.3387015,4.104718105,1527.288008,54.57261464,97.31439395,66.06438223,325.575917,66.40580137,18.16183629,0.545705291,88.46676734
Eicher Pro 6025,463.3328618,1893.463629,17.41017312,147.3170986,2.208397231,1767.878087,29.88476868,88.31113327,110.9040972,379.8210127,95.77108306,33.78674812,0.434071703,80.48146013
Tata 407,385.0796523,1802.095253,19.09871626,397.2061127,1.762313705,2115.152716,46.68875673,95.7612347,101.572854,354.9735873,138.5205772,17.68818004,0.435356758,82.30342195
Mahindra Blazo X 35,434.6336151,2022.808689,11.9769222,231.649299,2.84671464,1200.813783,16.18479338,91.35716315,117.5822518,291.9855503,80.07340589,48.24331218,0.421837347,73.45482462
Volvo FH 520,176.2916445,2685.556792,9.43529822,268.9740992,1.703950081,2290.928264,50.96416702,96.62118153,71.47018836,240.5658554,110.9741949,40.63164971,0.29846135,71.87182988
Eicher Pro 6025,459.6139734,2844.334303,16.45668389,114.6546165,0.546360574,1964.732888,85.19900725,98.30036876,87.9551839,377.5070661,140.9729389,24.66392554,0.895535972,89.88569713
Eicher Pro 6025,499.0688285,2394.329059,13.8333616,454.7375518,4.220478005,2354.588614,80.51433834,95.04649703,77.75375995,229.552379,114.7900658,45.91556216,0.944602151,82.79251973
Volvo FH 520,174.7782958,2635.621891,11.32192023,405.0715143,2.312542452,1310.959241,37.89673637,96.27232106,72.18231293,349.7071659,98.89665143,19.51054412,0.66197827,77.60598787
Eicher Pro 6025,492.8299781,2518.562519,5.393481422,375.2974098,2.008576935,1438.736359,72.60742814,84.84586087,100.6258006,215.4616848,124.770436,36.38684775,0.232758093,87.43413918
Mahindra Blazo X 35,220.5673792,2338.124403,10.72236005,354.8517853,2.098638973,1689.48451,80.01444684,80.63817626,69.55868426,393.9500185,97.77629863,21.25369469,0.228067985,86.23871008
Ashok Leyland 2518,470.9227854,2020.434118,16.31472734,322.1017064,0.400009493,1939.974751,57.18793941,96.37940499,60.73741428,230.5158423,140.8551314,17.03843224,0.4006416,73.12927901
Ashok Leyland 2518,478.3696282,1114.054292,12.04063065,443.8385088,3.706158751,1871.204913,31.18487929,98.00575904,114.3853254,280.0994531,75.73289308,27.42367303,0.767857694,88.04333182
Tata 407,454.4611376,2661.758513,6.381408106,250.2193762,2.109526309,2351.583639,73.63976946,94.61920478,63.70787884,211.0503233,144.3039657,14.66875387,0.608546876,89.34290921
Mahindra Blazo X 35,382.6330088,2572.377592,4.72342567,275.7732018,0.815965247,2304.890668,70.56813798,92.70450348,86.79156497,264.4033342,59.13037104,30.32165078,0.684129388,85.04962396
Ashok Leyland 2518,193.1925694,2517.402796,14.98433866,129.1704781,4.571212554,2399.363779,39.43575811,80.40985365,74.23415084,307.2513538,80.15278399,34.27463827,0.60052558,83.72764199
Volvo FH 520,395.8857988,2151.050655,10.87597558,137.9768371,0.677475695,1533.078679,42.61790949,87.28971683,86.21569062,298.0109488,62.82644472,13.86446668,0.890248868,87.67700375
Eicher Pro 6025,359.3238107,2915.688541,10.62515363,150.5283713,2.019283978,1958.058913,98.00318389,82.86458304,118.2481002,321.9913021,93.87906959,18.49387798,0.786400709,70.744938
Eicher Pro 6025,281.4482076,2769.048832,6.452983851,280.0301223,1.874304193,1636.848609,28.35220141,86.191423,110.2181522,215.396453,98.61855174,10.011361,0.22805956,86.25058738
Mahindra Blazo X 35,434.310784,1459.042371,17.53195081,445.65326,3.880197178,2344.020119,53.36011092,89.77003619,116.1077631,337.1815306,94.00093266,48.4990065,0.337097029,76.17845635
Volvo FH 520,472.1866422,1859.240704,10.21959936,238.7165652,2.342780524,1165.1924,72.04298164,85.19309402,72.99590584,386.2891314,97.68699716,10.05606495,0.546295082,72.07256582
Eicher Pro 6025,467.0884112,1689.241103,8.936154305,271.1054299,0.307077319,1875.023175,33.77462394,88.587064,115.8341097,271.3026535,66.65761696,10.88797062,0.319120504,83.85032178
Ashok Leyland 2518,273.797896,2385.213075,8.473629033,208.3200089,2.793632576,2286.15491,71.82255446,94.31238554,95.49721814,259.3044169,146.8501104,13.49204781,0.408841362,70.58177448
Mahindra Blazo X 35,236.7872241,2226.509345,13.67127075,445.2029459,3.332556798,2391.774046,75.26323519,93.0747146,93.59993371,328.6383204,86.34066011,20.16732295,0.978413395,81.66664079
Volvo FH 520,367.2293063,2853.649663,16.95586512,142.2490754,1.670540233,1508.142231,96.68497594,96.24167631,112.2612684,374.4961798,108.6918755,14.90364817,0.522895444,79.70007914
Ashok Leyland 2518,276.7796352,1927.18967,4.394994367,155.8155306,3.756991985,1112.331651,56.06195779,96.24762514,74.37943048,275.1501209,127.8330086,40.85424739,0.221807905,85.41249412
Ashok Leyland 2518,173.1203372,2775.821672,6.580882047,259.4985224,1.777759987,1206.512928,79.13573312,84.33289578,69.42581661,272.2114779,104.8791896,24.68659525,0.157754365,70.70951246
Ashok Leyland 2518,345.4211723,2602.362499,11.30198972,139.817578,2.467755193,2164.771226,93.81199182,95.83424753,118.4219858,382.9967954,75.99272467,18.48376743,0.983463285,72.95091932
Mahindra Blazo X 35,197.3487372,1319.49258,16.20763514,194.9408404,2.552367824,1300.790122,80.99230744,87.96148647,99.68883074,356.1982263,125.2048137,39.07631235,0.631108136,81.60151638
Volvo FH 520,456.97319,2831.092071,11.217807,153.3292548,3.896564056,1278.595363,69.49361892,93.12966007,119.1345094,251.4437108,63.25316851,28.4359107,0.618630692,80.21922523
Mahindra Blazo X 35,323.9965221,2788.665561,7.993580141,427.9116222,3.086721916,2442.472849,61.72029622,92.94787093,62.06003374,289.2252736,117.9084839,14.52618991,0.218230378,74.68445929
Ashok Leyland 2518,483.8496778,1150.888253,16.21554233,157.6041236,3.573633211,1047.132497,53.38434748,80.12142663,115.3063995,334.7165266,102.215843,17.54012147,0.9962893,89.57108891
Volvo FH 520,160.0475283,1918.37704,8.201032022,268.2006154,2.509633878,2187.905198,85.99527923,82.11193543,108.2431801,222.6951315,78.71368213,34.1840443,0.308794738,73.63137511
Volvo FH 520,185.3623448,1055.482365,17.49023357,405.5084466,3.492922321,2350.521899,85.47311922,80.10562739,101.5759824,276.1735897,56.42961452,21.66575951,0.423582109,76.49702564
Mahindra Blazo X 35,228.6604849,1080.519057,16.62743577,381.0639847,2.995817795,1152.047398,86.0486204,93.35962212,66.80883742,361.8192664,144.7044247,40.91700306,0.607724895,87.82511501
Ashok Leyland 2518,496.9687781,1085.056676,14.52835591,243.0322031,2.591876844,1348.795168,94.56430856,85.39342242,85.08352483,236.5044897,128.5331172,42.10404076,0.155407569,74.37129371
Tata 407,206.4022611,2798.192506,19.26538482,205.9417689,1.353907694,1145.524437,20.57506604,85.10284606,61.48740818,358.747789,112.8367908,15.18276401,0.488787065,82.64185952
Mahindra Blazo X 35,247.866816,1351.30037,15.18272267,478.2974639,2.753247241,2315.329005,63.78685618,97.27423438,61.91549849,331.5130115,65.48616941,48.64210167,0.597975118,89.52269855
Eicher Pro 6025,256.1681502,1367.367285,19.18251782,222.4017425,4.852143762,1872.518717,90.61055404,92.10010211,102.5905775,367.7965247,141.0420715,45.8978108,0.174134826,79.13648165
Ashok Leyland 2518,371.5237176,2510.709689,16.55204711,263.4827394,2.358487563,1700.446891,24.72380605,85.49020439,101.6713847,254.6745513,71.68612282,25.78849346,0.879420959,77.51243304
Tata 407,318.1046174,2698.537507,6.67135995,446.6882011,2.375680306,1731.888362,63.63325368,82.12517967,80.54232295,342.2641998,118.6502719,38.73468653,0.492071461,81.59458644
Mahindra Blazo X 35,334.1670877,1984.140084,7.731964603,297.4845303,2.337123593,1190.058117,53.32968059,85.54229601,100.2681963,324.2778448,89.45203456,31.21430296,0.251374561,87.47470283
Volvo FH 520,197.8336921,2953.591002,9.925942381,399.4458456,3.049396109,1171.399915,49.81122765,83.52964506,60.62579705,208.1922229,58.94421006,37.2485547,0.288506479,83.16510892
Mahindra Blazo X 35,363.3607329,2414.385649,5.615181677,392.9958223,3.946653262,1142.955175,60.13929698,95.28063685,65.53425933,257.4951272,126.9625737,30.85010914,0.64679002,83.06480054
Eicher Pro 6025,243.1438223,2130.246468,8.182544315,309.4628703,0.301378372,1679.683488,76.91865166,83.43051828,109.6554766,202.5663982,89.47813308,26.01327466,0.610973822,83.1746106
Tata 407,387.997902,1193.831463,5.512109883,139.7114655,3.597968491,1692.562036,30.99710137,95.70065246,106.1305477,312.7725624,125.2247012,17.9563692,0.121745788,72.9654263
Ashok Leyland 2518,153.0382166,2830.819074,11.95020848,201.1971186,1.843961859,1395.114937,66.49438516,97.58045699,108.8678739,386.2556451,112.5747688,49.86666731,0.766376451,88.80476587
Tata 407,483.1410208,2530.364149,11.8391695,252.8261436,1.699425167,1545.538964,27.81038333,92.42395206,112.6996446,360.4938356,134.0230074,12.89329037,0.940098969,72.48407852
Mahindra Blazo X 35,279.4272599,1729.789688,7.006178032,319.976492,0.567194772,1115.485411,16.17545384,80.38721621,83.10784815,246.7416532,113.3381902,49.3128785,0.579125035,87.83818566
Eicher Pro 6025,374.7366706,2314.841155,9.234321008,351.5322696,3.377593534,1193.911271,84.11855229,94.59936894,117.8526349,252.4613907,139.6145493,14.39839823,0.397217938,84.66202661
Ashok Leyland 2518,284.5741855,2404.810198,5.550245602,115.0309952,4.313990649,2249.91174,75.80069331,91.05466267,67.33484275,240.5683072,62.58469108,13.0731891,0.823742748,89.90491731
Mahindra Blazo X 35,486.5965104,2864.319166,10.11946875,356.2736068,3.832506744,1901.854109,19.11723037,98.12303439,102.7945492,375.8429392,112.4121423,19.54347575,0.772246322,70.08805321
Mahindra Blazo X 35,244.9961439,2174.78285,18.55135813,136.6230323,3.117919195,1927.275778,69.96423574,87.66152561,86.31721717,302.9427572,60.83142173,34.19048221,0.907743394,82.98718103
Tata 407,323.7705889,1360.662699,6.366688659,323.2548062,3.685656211,1092.805613,73.00721523,99.57741112,70.28650391,342.4110073,83.86942363,31.99597267,0.639560351,77.98825874
Volvo FH 520,377.8928042,2902.773494,13.82497677,364.9113093,2.767045298,1384.333536,68.63301381,91.00282995,96.46859882,354.0491211,87.9114395,10.65357267,0.549202203,71.75157226
Ashok Leyland 2518,475.9448647,1112.319205,17.60341238,207.9704602,4.002886225,1034.247959,83.10941725,92.22344618,66.03185338,370.3419838,51.13985705,15.38753884,0.14648566,82.77800945
Ashok Leyland 2518,226.3165709,1705.026874,9.326229177,388.2464157,2.318136779,1026.809215,88.67699858,95.74804136,117.3285051,365.6199142,105.1784206,49.76973066,0.378538736,85.9346359
Mahindra Blazo X 35,172.0188569,2393.885799,11.98576511,227.5927123,3.815550023,1038.673304,49.55410797,88.00098195,74.3745228,204.2327565,54.67945906,17.56689696,0.588551391,80.37856471
Tata 407,222.4647025,1977.349748,14.244757,151.9487927,1.505498532,2355.691606,28.10588616,81.38243576,104.0582802,333.8285861,58.34153416,40.34486048,0.412299321,75.89105544
Ashok Leyland 2518,232.9709845,2975.160636,6.674958532,423.9460732,0.13097195,1258.055778,18.1222395,89.50299948,69.92071108,309.817849,112.1840675,22.0241131,0.955864448,72.79616562
Ashok Leyland 2518,158.6851541,2424.953155,19.62397706,492.2290586,2.196352022,1173.606587,95.30566604,94.5561873,119.5029669,365.4328557,54.81910839,13.86393316,0.922432601,74.24441586
Volvo FH 520,269.1338458,2195.009146,19.40261227,168.1327677,3.676367479,2435.448279,89.47682162,92.95642741,116.6571813,202.8101303,72.82286081,37.49739353,0.773398176,82.13457494
Ashok Leyland 2518,355.3391054,1058.282393,18.27803435,260.4307194,1.017585948,1181.955348,96.58656792,98.16902151,110.5762398,366.7952125,131.8530231,33.16142705,0.230533814,86.99166675
Tata 407,282.9988817,2845.493621,11.20358043,111.3136608,1.829661413,1149.299952,41.76916837,80.0201174,106.4473712,260.6449056,128.4529231,10.60398525,0.406897089,71.40186957
Eicher Pro 6025,300.7580675,2671.527201,11.14365329,307.1842793,2.461133906,1922.872583,29.00447548,86.82557623,99.75875971,261.185049,138.769232,33.98023966,0.903843964,73.22079774
Tata 407,340.3888362,2732.228304,14.11191296,110.2906012,2.393437351,1591.780908,94.1667642,81.95414149,70.8244227,274.7133633,149.6629725,47.76804157,0.989922857,75.61787466
Tata 407,329.3547087,1408.019021,18.20845925,181.8475736,1.530245395,1518.221328,39.67320286,80.42342339,103.9372888,374.3905808,149.86437,27.50326973,0.568154843,85.64948256
Ashok Leyland 2518,248.6511748,2017.253682,4.704626366,113.5110122,0.724850279,2344.002561,28.91308954,85.65143849,91.65812504,351.282515,130.396189,20.52482817,0.294143828,76.45750028
Volvo FH 520,299.5416049,1133.440545,19.35056739,299.7727703,3.423419664,1173.31116,37.0312513,88.99075778,82.12618516,251.6758731,55.83994504,17.26328621,0.974831431,85.97892393
Volvo FH 520,307.8050278,2371.313103,4.927225118,373.5805634,3.448919823,1379.669611,73.01577381,94.34948691,119.5044786,336.7107134,114.7418775,40.13302349,0.956308927,85.15562529
Ashok Leyland 2518,295.6305654,2256.821207,14.11765953,366.7317725,0.447151787,1184.762305,28.86452388,86.59111844,117.3956878,249.1210258,82.06908835,27.70587442,0.686034207,70.57881258
Tata 407,409.4607442,1055.971662,17.12125842,194.8264517,1.623896896,1676.528301,77.00803377,91.70877612,87.64202886,330.899188,115.03581,46.02203525,0.402308893,74.97948493
Mahindra Blazo X 35,187.1795333,1080.689683,5.450636486,416.9346424,2.620120704,2153.333614,47.71180041,97.18033239,91.9607347,216.8110098,113.5773981,20.65455345,0.389169492,77.79355001
Mahindra Blazo X 35,468.4463157,2641.791428,5.266863036,270.416837,1.249885941,1398.958431,35.59937022,80.70302725,72.3550183,306.6010937,66.9176917,38.68271255,0.49386437,84.58026351
Volvo FH 520,242.4814563,1457.282309,13.38014513,408.1844955,2.612307906,1332.574595,65.00511459,86.59263244,77.65955126,235.3572329,146.2248041,35.00490596,0.637255329,83.05103452
Tata 407,411.5304888,2499.869742,6.242876635,164.4597528,2.825995816,2163.353201,89.83492405,95.68321395,107.4118124,200.8321876,113.7133551,25.15299098,0.753150218,75.61765605
Eicher Pro 6025,384.3281468,2961.385274,7.313520086,203.6014273,1.862675475,2069.270416,52.41897666,83.06664268,99.63405606,218.4598263,90.03130205,43.83629382,0.822860256,73.4192184
Volvo FH 520,377.1199253,1594.703337,14.29487748,153.9027159,2.5168262,2202.216112,47.80062054,94.32509932,98.28011644,343.7990893,149.5669674,21.48877071,0.164148078,73.69855622
Mahindra Blazo X 35,485.2732304,2890.82044,18.56496677,130.5484074,3.791399113,2464.208321,36.13966513,81.22133032,62.85797398,278.9540108,127.5111484,33.55950637,0.430404474,74.21185587
Tata 407,443.9002846,1087.123689,10.7664921,163.7588199,3.048053671,1720.133371,27.97481712,84.77539248,90.25383412,312.3059305,66.16906169,44.98410972,0.808615175,77.89064481
